date,close,lower,middle,upper
2012-02-26,525.76,438.58,489.15,539.72
2012-02-27,535.41,441.68,493.27,544.86
2012-02-28,542.44,444.58,497.57,550.56
2012-03-01,544.47,448.81,501.98,555.16
2012-03-02,545.18,454.79,506.49,558.19
2012-03-05,533.16,462.15,510.16,558.17
2012-03-06,530.26,469.95,513.48,557.00
2012-03-07,530.69,477.88,516.57,555.26
2012-03-08,541.99,484.44,519.83,555.23
2012-03-09,545.17,487.65,522.43,557.22
2012-03-11,552.00,491.00,525.36,559.72
2012-03-12,568.10,491.08,528.64,566.20
2012-03-13,589.58,487.39,532.64,577.90
2012-03-14,585.56,489.10,537.04,584.98
2012-03-15,585.57,491.55,541.21,590.86
2012-03-18,601.10,493.28,546.16,599.03
2012-03-19,605.96,493.66,550.71,607.77
2012-03-20,602.50,496.56,555.18,613.81
2012-03-21,599.34,500.53,559.33,618.14
2012-03-22,596.05,504.72,563.01,621.30
2012-03-25,606.98,508.40,567.08,625.75
2012-03-26,614.48,510.70,571.03,631.36
2012-03-27,617.62,512.62,574.79,636.95
2012-03-28,609.86,515.73,578.06,640.39
2012-03-29,599.55,519.75,580.78,641.80
2012-04-02,618.63,526.13,585.05,643.97
2012-04-03,629.32,533.89,590.00,646.11
2012-04-04,624.31,544.05,594.68,645.31
2012-04-05,633.68,552.25,599.27,646.28
2012-04-09,636.23,561.46,603.82,646.19
2012-04-09,628.44,571.65,607.64,643.64
2012-04-10,626.20,578.87,610.55,642.22
2012-04-11,622.77,581.70,612.21,642.71
2012-04-12,605.23,585.13,613.19,641.25
2012-04-15,580.13,583.65,612.92,642.18
2012-04-16,609.70,584.57,613.35,642.13
2012-04-17,608.34,584.80,613.47,642.14
2012-04-18,587.44,582.10,612.71,643.33
2012-04-19,572.98,576.40,611.40,646.39
2012-04-22,571.70,571.44,610.18,648.91
2012-04-23,560.28,563.13,607.84,652.56
2012-04-24,610.00,563.00,607.62,652.24
2012-04-25,607.70,562.75,607.12,651.50
2012-04-26,603.00,562.39,606.78,651.17
2012-04-29,583.98,560.55,606.00,651.46
2012-05-01,582.13,557.93,604.18,650.42
